ï»¿Event Name,Event Date and Time,Event Type Name,Location,Start Date,Registration begins on,Registration ends on,Description,Employer Name,student_id
From Grand Rapids to Riyadh: Career Insights from a 20-Year Odyssey,"03/11/2021, 12:30PM EST - 1:30PM EST",Employer Information Session,Virtual,"03/11/2021, 12:30PM EST","03/05/2021, 2:30PM EST","03/11/2021, 1:30PM EST","How do we find our calling? Just what does it take to get ahead? And should we ever fear uncertainty? Liam D. Clarke, Managing Director, Saudi Arabia, at APCO Worldwide, reflects on his 20-year career in communications, which has taken him from Grand Rapids, Michigan, around the globe and, most recently, to Riyadh, Saudi Arabia. Joined byÂ AlexanderÂ M. Wegner, Account Director at APCOâs Riyadh office, he looks forward to a lively discussion about career development and opportunities for communicators in the rapidly transforming Arabian Gulf region.BIO â LIAM D. CLARKE, MANAGING DIRECTOR, APCO WORLDWIDE, SAUDI ARABIALiam D. Clarke specializes in strategic communications, stakeholder engagement, public affairs, and strategic consulting, drawing on 20 years of experience working with corporations, government entities, trade groups, foundations, and NGOs in the United States and across the world. From 2008 to 2017, Mr. Clarke served as head of worldwide business management for APCO. Prior to joining APCO, Mr. Clarke worked in the corporate relations and public affairs practices at Weber Shandwick and served as program officer and communication manager for the Blandin Foundation, a U.S.-based private foundation with $400 million in assets. At the Foundation, he also led communication activities and served as a spokesman. Mr. Clarke is the past president of the College Key of Bates College and a former member of the Bates College Alumni Council. He has served on the boards of NGOs and as an adviser to several political campaigns, received APCOâs annual CEO Award, and was shortlisted for âEducator of the Yearâ in PR Newsâ PR People Awards. Mr. Clarke earned a Bachelor of Arts in Political Science from Bates College.Â BIO âÂ ALEXANDERÂ M. WEGNER, ACCOUNT DIRECTOR, APCO WORLDWIDE, SAUDI ARABIA Â AlexanderÂ M. Wegner works with government clients in the Arabian Gulf region on brand building, reputation management, and crisis preparedness. Prior to joining APCO, Mr. Wegner was a project manager at Richard Attias & Associates (RA&A), a pioneer in nationÂ branding, where he served as technology partnerships leadÂ for the multi-million-dollar Future Investment Initiative (FII) inÂ Riyadh, Saudi Arabia. In this role, he launched the inauguralÂ cohort of 21 technology partners, including Boston Dynamics,Â Huawei, Magic Leap, Siemens, and SoftBank Robotics. Previously, Mr. Wegner spent several years working as aÂ communications consultant across the Arabian Gulf region and Germany, advising WhatsApp and other organizations on corporate communications, crisis communications,Â reputation management, and digital engagement.Â Mr. Wegner holds a Master of Arts in Social Science fromÂ the University of Chicago and a Bachelor of Science inÂ Foreign Service from Georgetown University School ofÂ Foreign Service. He is active in the Global Shapers Alumni Network at the WorldÂ Economic Forum (WEF), a Fellow at the Royal Society for Arts (the RSA), and a member of the Chicago Council onÂ Global Affairs.Â ",APCO Worldwide,"['bs8262' 'ab9320' 'fs9376' 'vc7541' 'eb2909' 'ts7624' 'cs5288' 'dm1568'
 'fy1621' 'ch9182' 'gb8819' 'bm1306' 'gp6391' 'jc1829' 'cn7550' 'lk9334'
 'bg7852' 'tc8127' 'bb5081' 'fb6421' 'cb2689' 'cn8465' 'rm8963' 'am2033'
 'ca8200' 'gb6860' 'cr9043' 'vj3465' 'ml2233' 'fb1456' 'sp9153' 'pb2765'
 'jb5076']"
North America Experienced Hire Open House - Virtual Event (United States),"03/10/2021, 8:00PM EST - 9:00PM EST",External Event,Virtual,"03/10/2021, 8:00PM EST","03/09/2021, 10:00AM EST","03/10/2021, 5:30PM EST","DescriptionJoin us to learn about a career in consulting with BCG and hear directly from our Consultants who joined as Experienced Hires. They will share their experiences transitioning into consulting at BCG and talk about our firm, our people and the collaborative work we do with each other. We have provided an Experienced Hire Recruiting Guide below to help answer some of your questions in advance, but will also have ample time for live Q&A during the session.Â Register HereÂ Recruiting Guide and Frequently Asked QuestionsÂ for North America Experienced Hire Associates and Consultants.Â Contact Email:Â experiencedrec@bcg.com",Boston Consulting Group (BCG),"['tc8127' 'rd6233' 'am2193' 'dv2565' 'ae7182' 'jp9032' 'hb8968' 'cg9050'
 'pg3684' 'tg8076' 'ag4866' 'ct1087' 'pp9107' 'mc5672' 'hg8958' 'mk5958'
 'dg9792' 'rt3656' 'la3564' 'cg8799' 'te2737' 'rl4633' 'qt7012' 'md5427'
 'jc8518' 'rc5362' 'ne8282' 'kb5221' 'av7899' 'od2175' 'gh6054' 'am8272'
 'bf6339' 'cw7157' 'cd7662' 'jb2306' 'bh9451' 'rv6163' 'iv6827' 'pg9166'
 'pe1121' 'lp8582' 'cc5305' 'el5169' 'ai2657' 'kb1676' 'cw9406' 'nr5790'
 'sw3803' 'ks9217' 'rp4416' 'mh8543' 'db7191' 'ds8894' 'nw7519' 'rb2128'
 'ch5333' 'el6452' 'mj2595' 'ch9182' 'cd8702' 'cs4092' 'vk8598' 'ds5727'
 'ds9935' 'no8876' 'sg7722' 'jm5268' 'nr5790' 'he5574' 'eh4894' 'nd3756'
 'wp5664' 'jn4744' 'cm5198' 'am6110' 'mm9430' 'qg7260' 'mg4811' 'eo4069'
 'wd1262' 'ds7162' 'ds5727' 'bp8921' 'lm4596']"
Columbia University School Professional Studies - Employer Open House,"03/10/2021, 12:00PM EST - 1:00PM EST",Employer Open House (Non-Student Event),Virtual via Zoom,"03/10/2021, 12:00PM EST","03/10/2021, 11:59AM EST","03/10/2021, 12:00PM EST","Columbia University's School of Professional Studies (SPS) Career Design Lab (CDL) invites you to a Virtual Employer Open House to learn ways to partner with us! Columbia University SPS, provides an Ivy League education to academic scholars, industry professionals, and executive leaders to propel their careers to the next level. CDL is excited to share with you ways to hire talented students and alumni from our 17 diverse and cutting-edge Masters programs. Our diverse student body represents the next generation of global leaders, innovators, and disruptors. This event's goal is to learn about CDL and ways you can partner with us and be introduced to our Ivy League Talent.This is an information session and the only students present will be part of the presentation.Â ",,"['mm7421' 'cm7214' 'kn1273' 'ae4257' 'bs8708' 'cd3072' 'cm4588' 'ul9851'
 'rm1683' 'lt4524' 'aa2072' 'ld2540' 'rj4734' 'js1982' 'ct1087' 'cf2053'
 'ac2336' 'pg3684' 'hm4225' 'cr4093' 'cm3367' 'ap1412' 'kf4345' 'cg8799'
 'se1492' 'es3247' 'bs8262' 'nk9060' 'am3279' 'tg2701' 'ht6224' 'lk6589'
 'fs9376' 'yt2688' 'dg5482' 'ra8289' 'ap1412' 'bw9085' 'ds9555' 'rl4424'
 'je2896' 'vh7241' 'he2771' 'fs9376']"
PwC's Virtual Park - Meet the Recruiter - National - UK,"03/10/2021, 9:00AM EST - 11:00AM EST",External Event,Virtual,"03/10/2021, 9:00AM EST","03/09/2021, 11:30AM EST","03/10/2021, 7:00AM EST","If youâre ready to apply to one of our programmes, are midway through the application process, or just have some general questions youâd like to ask our recruitment team, our Recruiter drop-in session is your opportunity to speak with our team. Our Student Recruitment team will be available in our new virtual world, PwCâs Virtual Park, and youâll be able to drop in and out of the platform at whatever time suits you during the two hour availability.In order to access PwC's Virtual Park, you'll need to download the software before the event. To do this please follow instructions on ourÂ website.In the meantime, you can keep connected with us:www.facebook.com/PwCCareersUK@PwC_UK_CareersAt PwC, it starts with you.Â Event titlePwC's Virtual Park - Meet the Recruiter - NationalVenuePwC's Virtual Park",PwC - PricewaterhouseCoopers,"['fb8086' 'kb1676' 'ks5694' 'lh1320' 'am4999' 'br7915' 'im5997' 'ml7573'
 'ch5333' 'rb8248' 'vr6922' 'se4489' 'mm7421' 'nl6507' 'jl6652' 'pg1451'
 'xh9067' 'jr3390' 'vb9879' 'hu4048' 'av8603' 'td4217' 'ng3472' 'pc1990'
 'sr6318' 'dm5594' 'as6736' 'mw9706' 'me1073' 'mh2321' 'ak9658' 'ac9121'
 'pb2745' 'ld9538' 'lh1320' 'ae1847' 'lc8794' 'ht6224' 'do4984' 'dm4941'
 'bm9901' 'kf4649' 'gc4626' 'rv6163' 'mg2430' 'rl7970' 'gd9560' 'av3800'
 'mt4955' 'am2033' 'vk8598' 'hb5603' 'bf5294' 'ac5011' 'sd5478' 'am8272'
 'jb4441' 'aw6820' 'hf4514' 'cf7034' 'dc4254' 'ch9182' 'wd9985' 'ae4257'
 'lc6987' 'tv4803' 'mc5672' 'gw7339' 'vp8113' 'me1073' 'pw1751' 'ng7082'
 'js1828' 'am3279' 'el5169' 'el6452' 'lh3392' 'td6442' 'lm1698' 'gt6760'
 'sb1247' 'ms9839' 'im9432' 'ms1308' 'er8171' 'pl1300' 'am9625' 'he5574'
 'dw8568' 'nr5790' 'rn3959' 'gg4115' 'wp2801' 'as5510' 'br5516' 'fb1456'
 'cd5508' 'sm1163' 'wc8347' 'bf5294' 'am2033' 'te6644' 'mt3738' 'mm9402'
 'bh3503' 'lf4312' 'ag4677' 'jd8700' 'kp5867' 'sl7343' 'kl5587' 'cr4093'
 'hc3237' 'rb5485' 'db1643' 'aw6820' 'rb8248' 'av7899' 'to1788' 'ig2465'
 'tl8781' 'cn8465' 'ge1100' 'ec6169' 'ar5324' 'ds9935' 'gb4123' 'av3800'
 'ng3472' 'lk9334' 'ai2657' 'pv1617' 'ph6641' 'rf8504' 'el5021' 'da9759'
 'tc8127' 'dy6775' 'yb1853' 'eh4894' 'sl4152' 'mv6768' 'rc5362' 'rc6571'
 'ld8762' 'wg4422' 'ab8491' 'pn1138' 'cs5288' 'sd6782' 'pm6312' 'kb1676'
 'am8493' 'pd8482' 'bw9085' 'ha7223' 'mj2595' 'ue8997' 'pd8482' 'lp8018'
 'mw9706' 'jl7308' 'lt4524' 'ia1498' 'sl4152' 'rl7970' 'gc3217' 'eh8783'
 'ks4488' 'dw8568' 'ol1649' 'tf5214' 'hu4048' 'fc1329' 'tl1333' 'nl4174'
 'lm7331' 'al6588' 'sw2577' 'jd1474' 'tf1475' 'mt7579' 'ms9839' 'dn8349'
 'bw9085' 'fb1456' 'fg8413' 'cm7140']"
Entertainment/Media/Sports Industry Showcase,"03/09/2021, 12:00PM EST - 1:30PM EST",Industry Showcase,Virtual,"03/09/2021, 12:00PM EST","01/11/2021, 11:00AM EST","03/09/2021, 1:30PM EST","An Industry Showcase is both an educational opportunity andÂ recruiting event; it consists of a panel and networking session featuring a number of employers from a particular industry. You will have the opportunity to learn more about:The specific industryEmployers in attendanceThe interview process and skill sets neededConnect with company representatives and alumniPanelists include;Josh Aronson, Director, Network Development - SB Nation, Vox Media, https://www.linkedin.com/in/josh-aronson-00985b40/; Sports Management alumLauren Buck, Senior Director Sports Partnerships & Marketing, SiriusXM, https://www.linkedin.com/in/laurenvbuck/; Sports Management alumJennifer Minerva, Human Resources Generalist, Entertainment Group, NBC Universal, https://www.linkedin.com/in/jenniferminerva/;Â HCMÂ alumJessica Paluska, Senior Sales Enablement Manager, Xandr, https://www.linkedin.com/in/jessica-paluska/; Strategic Communication alum",,"['bb5953' 'kb3309' 'av7899' 'pr6065' 'ak9658' 'rh5818' 'lp2171' 'di3815'
 'lc8728' 'hv6027' 'dh4497' 'mr1044' 'wj4740' 'mg4811' 'ja4200' 'ar5324'
 'es3931' 'xw1668' 'iw5189' 'vm4184' 'td3781' 'ht2225' 'jm9051' 'ef3540'
 'js1982' 'ls2169' 'pj7325' 'am6110' 'fd4197' 'nd3756' 'tm7389' 'lw2413'
 'lt4524' 'zm8614' 'mh8543' 'ad2419' 'om9270' 'lt4524' 'mt4955' 'rs1079'
 'mc3125' 'vd7931' 'st1768' 'dt2731' 'rc5362' 'cm3367' 'lr2337' 'cp6091'
 'tb2712' 'ac4142' 'gb8369' 'hk5571' 'ac5011' 'pg9166' 'lk8463' 'cm9937'
 'mm9402' 'el5021' 'te9890' 'aa1593' 'tf7108' 'jy8726' 'ml1453' 'sd2788'
 'sm1163' 'ra8289' 'sk4986' 'sd6782' 'xw1668' 'zt7647' 'km9311' 'di3815'
 'ac2336' 'yr2844' 'cm9937' 'gh6054' 'dm3113' 'el1970' 'cd5508' 'fg7839'
 'gw6389' 'cl2862' 'ad3150' 'tl8781' 'ap3447' 'dr3155' 'sd2788' 'mg7827'
 'bp1358' 'aw6820' 'mc1399' 'mm9430' 'lr2337' 'he5574' 'sf6359' 'ld6139'
 'aw4977' 'ts4396' 'rv6163' 'pg1451' 'cb1118' 'sm1163' 'ro1106' 'ac4142'
 'pb3354' 'al6588' 'rb8248' 'mc3125' 'ph4904' 'td3127' 'ls3466' 'tm8816'
 'wd3720' 'rj5787' 'gm6493' 'lh1320' 'jw6434' 'ds8894' 'sb1247' 'sw3803'
 'rk3664' 'dj5391' 'kd9205' 'am8272' 'ap1548' 'dv2565' 'kg1021' 'lf8323'
 'hb5603' 'ee9788' 'rc5362' 'jb4441' 'hb3161' 'mt2524' 'jb7330' 'ab8233'
 'pl1300' 'as7799' 'ld6139' 'tm1718' 'bm1306' 'cd8702' 'jn8938' 'ls7937'
 'hk7656' 'fb1456' 'dm4941' 'gh2002' 'sr2627' 'df6463' 'ph6551' 'ma3296'
 'rc6571' 'gb9669' 'ad3150' 'mh3189' 'hr1670' 'pw1751' 'tl5793' 'fr9097'
 'lr2337' 'tr1422' 'iv6827' 'gb3877' 'tf7108' 'mr9226' 'cr7982' 'lg8546'
 'sr6318']"
CDL Student Town Hall,"02/25/2021, 9:30AM EST - 10:30AM EST",Other,Virtual,"02/25/2021, 9:30AM EST","02/01/2021, 2:00PM EST","02/25/2021, 10:30AM EST",The Career Design Lab wants to provide a space for students from across SPS to ask questions and share their experiences in working with CDL. CDL feels it was important to open up a dialogue with students to hear their story and interest. Please join fellow students and the entire CDL team in open dialogue.,,"['ld8762' 'ma3002' 'sw3803' 'aa1593' 'jb4441' 'fd6835' 'gs4361' 'rb8248'
 'ac4142' 'cm3367' 'pg3091' 'mt7579' 'sp2374' 'bb5953' 'ml7573' 'mh3189'
 'ld8762' 'cb6823' 'js1828' 'mh2321' 'ec3940' 'pv1762' 'av7899' 'rk3664'
 'ld6139' 'bs8708' 'cf4687' 'tc7475' 'mb4567' 'kb1676' 'ds7162' 'ac7306'
 'oh9585' 'nd9804' 'rb5061' 'at7424' 'sk4986' 'js9832' 'fc1329' 'wd3720'
 'rb5703' 'cd3688' 'ab8233' 'wl9210' 'ch9908']"
Morgan Stanley Career Talk - Wealth Management,"02/24/2021, 5:00PM EST - 6:00PM EST",Executive Professional Career Development,Virtual,"02/24/2021, 5:00PM EST","01/04/2021, 7:00AM EST","02/24/2021, 5:00PM EST",,Morgan Stanley,"['cr9771' 'mg4811' 'dn9940' 'rj4734' 'cf7034' 'av3800' 'if4314' 'dk4415'
 'nt7416' 'ca2504' 'pg3684' 'mt4757' 'mh3189' 'dr3155' 'mt7579' 'cd5508'
 'is2604' 'av3800' 'br1353' 'ar7443' 'bw9557' 'km7497' 'tp8436' 'ar5324'
 'ag6037' 'ld9461' 'pd8482' 'cn8465' 'rb9189' 'rf2250' 'br1353' 'br1353'
 'le6070' 'ac5011' 'ea4743' 'ge1100' 'is2604' 'sd2788' 'kh4056' 'vr7075'
 'cd3072' 'gb9669' 'yr2844' 'gp1161' 'ak9658' 'ah1459' 'tg5136' 'ch9908'
 'dw8568' 'ts1054' 'cm3960' 'nd9804' 'cc7468' 'fb6278' 'ld8762' 'ai8841'
 'pg9166' 'mr1611' 'ct1087' 'aw3988' 'mg2430' 'ac1921' 'kp2750' 'sh8103'
 'hh1952' 'ly5500' 'rh8265' 'at7424' 'rc7465' 'la4794' 'jw1927' 'ag8426'
 'rm1683' 'as7328' 'tm5521' 'cf3122' 'mb4567' 'ch5434' 'te9890' 'sr2627'
 'ld9461' 'eh8355' 'tl5793' 'wg2330' 'bp1358' 'ad2419' 'ts1054' 'vs2866'
 'es3247' 'cm3367' 'mr1044' 'gc5540' 'ls2169' 'eb8720' 'md5427' 'km7497'
 'iv2594' 'lt4524' 'pv1762' 'er3716' 'ep3653' 'vp8113' 'lw7591' 'ph6641'
 'gg3797' 'no8876' 'nd9804' 'fy1621' 'hb3161' 'mv6768' 'am2714' 'ms1308'
 'co5241' 'aw3988' 'aa2072' 'qt7012' 'sw3803' 'ah1800' 'ah4143' 'fd5383'
 'ub7676' 'hd5886' 'cc8952' 'jm3528' 'tw3942' 'eb8720' 'js1982' 'ht6224'
 'hk5571' 'fb6421' 'tg3370' 'cw4494' 'ks4488' 'rb8248' 'lc8794' 'aw8991'
 'td3781' 'se1492' 'ep1873' 'mc3125']"
APAN Networking Event - Session 1,"02/24/2021, 12:00PM EST - 1:30PM EST",Career & Networking Fair,Zoom,"02/24/2021, 12:00PM EST","01/12/2021, 1:00PM EST","02/24/2021, 12:45PM EST","In this interactive Networking session, APAN students and Alumni will have the opportunity to network with Talent Acquisition and Hiring Managers from the world of Data.Â  Come dressed for success and be prepared to network away! ",,"['yw2349' 'kf4345' 'cf2053' 'ib3297' 'wk2855' 'ts1054' 'kl8101' 'ks9198'
 'lw2413' 'mt4955' 'ai2657' 'aa9285' 'ld9461' 'lm4960' 'sg7722' 'fb1277'
 'ah5912' 'jb5076' 'ld8762' 'bm1306' 'gf2397' 'mh2321' 'ia3827' 'ds8894'
 'hr1670' 'dm1568' 'dm1568' 'bs8262' 'fb1456' 'ab2791' 'rd6233' 'lk9334'
 'kb8719' 'rf7418' 'ds7162' 'sd6782' 'rp9496' 'sd6782' 'rc7465' 'gg4115'
 'fd6835' 'ga1870' 'jp9032' 'he5574' 'ld2540' 'ck5767' 'yw2349' 'dp1899'
 'th7206' 'kf8610' 'jd8700' 'md9426' 'rb4044' 'cr2972']"
HBCU Fellowship: Career Development Workshop,"02/23/2021, 12:00PM EST - 2:00PM EST",Professional Development Workshop & Program,Virtual,"02/23/2021, 12:00PM EST","01/10/2021, 2:30PM EST","02/23/2021, 12:00PM EST",,,"['tg2701' 'aw4977' 'ja4200' 'aw3988' 'pv6010' 'tt3916' 'ct1087' 'kr5967'
 'md1488' 'hr1670' 'cb5346' 'ep1873' 'dt2731' 'rt6370' 'ce9146' 'cc7380'
 'lh1320' 'tp8436' 'ls2169' 'cr7982' 'lg8546' 'vr7075' 'cm4588' 'to1788'
 'jp9032' 'av8603' 'bd9676' 'if4314' 'em1580' 'gb9669' 'mc3566' 'te9890'
 'kb5221' 'hc1285' 'pb2765' 'ca2504' 'ac5011' 'dv2565' 'gc5540' 'ar3571'
 'pg2386' 'lc3408' 'lb9175' 'pe1121' 'km5484' 'jc2837' 'es5924' 'ah1800'
 'dw2733' 'dc7815' 'bc4712' 'kb8618' 'cf4687' 'kg3382' 'dd4523' 'rb8432'
 'nr5790' 'jm3528' 'cw4494' 'mm9845' 'lm9039' 'rf7418' 'dg5482' 'mj2595'
 'tl1333' 'lk4353' 'mf4974' 'tc1032' 'pb3504' 'sd8809' 'ab7734' 'da9759'
 'gl4274' 'pw1751' 'se4489' 'ct7496' 'jb7378' 'ts7624' 'dl4841' 'gg9705'
 'md1350' 'ec6124' 'wp8855' 'ac1921' 'lp2171' 'cb9629' 'hc1285' 'tp8436'
 'vb9879' 'kh4056' 'ps1086' 'jp3970' 'jl6652' 'cb6823' 'ga2856' 'tg8076'
 'ds9935' 'jk7773' 'kd4383' 'le6070' 'mg7827' 'sd6289' 'mb4925' 'ah8215'
 'rl7970' 'gb6225' 'es3931' 'gj8123' 'rh5818' 'gj8123' 'bs8262' 'jc1829'
 'gd5734' 'ml7573' 'ng3472' 'ne8282' 'cj6703' 'dw4556' 'bh3005' 'gs1094'
 'kp5867' 'ks8354' 'fw2245' 'da8685' 'eb2909' 'eh8355' 'cm5198' 'km8550'
 'gf3442' 'mc5672' 'wp8855' 'me1073' 'dc1253' 'ta2546' 'fc1329' 'cl2862'
 'mt2524' 'so4897' 'kp2750' 'tf5214' 'kn1273' 'im5997' 'kh4216' 'as8601'
 'ab8028' 'jb7378' 'cb9723' 'lp8018' 'sl4152' 'ec3940' 'lf8323' 'bs4446'
 'lk4353' 'dw8568' 'vh7241' 'cw9406' 've8236' 'es5924' 'ia1498' 'hm8492'
 'if3238' 'mk5978' 'pg2386' 'fb6278' 'rh2789' 'cm9937' 'gg4115' 'ch9908'
 'mm9430' 'eg7248' 'ag6037' 'cd4067' 'al8121' 'cf4687' 'tw3253' 'ta2546'
 'et8328' 'at7424' 'aw6820' 'bh3005' 'lm1698' 'mm7421' 'nb7661' 'wt5528'
 'gf2397' 'bd4789' 'sd2788' 'jw1927']"
"CDJ - SCOM 2020 "" Speed Interviewing with Industry Experts ""","02/19/2021, 12:00PM EST - 1:30PM EST",Career Design Journey,Virtual,"02/19/2021, 12:00PM EST","02/15/2021, 9:00AM EST","02/19/2021, 12:00PM EST","Speed Interviewing with Industry Experts â 2/19/21, 12:00-1:30Prepare to meet the marketplace with feedback from HR and other industry experts. We have invited several recruiters and hiring managers to talk about effective interviewing practices.Â  After their presentation, you will have the opportunity to meet individually with one of them to receive feedback and advice to better position you for subsequent interviews.RSVP and Zoom link to follow.Â Â You must register in advance for this session on the CDJ-SCOM course site on Canvas. Go to site for RSVP and Zoom link.",,"['as5682' 'tk8377' 'sr6318' 'nm3403' 'ab7734' 'to9401' 'pg2386' 'bb5505'
 'vr6922' 'xw1668' 'rd6233' 'db1643' 'rj5787' 'jb2306' 'tm7389' 'tm7389'
 'ly5500' 'hf9126' 'sd5478' 'jw6434' 'gw7339' 'ds9935' 'lc9120' 'cl4062'
 'gw7339' 'ks9198' 'ac9121' 'dk4857' 'nd8806' 'tm7389' 'km9311' 'hf9126'
 'eb6907' 'nh1923' 'tk2172' 'el5021' 'gd5734' 'ol1649' 'cb8371' 'ab2791'
 'et8276' 'kn1273' 'jr3390' 'km1655' 'ar7443' 'tm9922' 'ac2336' 'et8328'
 'sm4112' 'kz5227' 'dn8349' 'mt4955' 'aw4977' 'tp8436' 'rc7465' 'ac3288'
 'jp3970' 'pw1751' 'ss2421' 'bh6361' 'mm9845' 'ab6895' 'dt2731' 'sn9209'
 'pv1762']"
Understanding Your Role As An Ally In The Workplace - Part II,"02/18/2021, 12:00PM EST - 1:30PM EST",Other,Virtual,"02/18/2021, 12:00PM EST","01/10/2021, 2:30PM EST","02/18/2021, 12:00PM EST","Continuing the conversation from the previous workshop offered on November 9, 2020, Dr. David E. Jones, will join us again.Â Through a combination of learning and development, small and large group discussions, this workshop will provide new ways to foster critical conversations about difference and equality. In an open-discussion format, we encourage all participants to engage in a lively dialogue. From the discussion, we also hope for participants to gain concrete, actionable tools that would empower employees and leaders to advocate for themselves and others.",,"['ja4200' 'ab2791' 'ms1694' 'ga7908' 'tg8076' 'pg3091' 'ps1086' 'kn1273'
 'cg9010' 'ah7718' 'ko4589' 'bs8708' 'db6981' 'th7206' 'tc2087' 'ld9461'
 'ap1412' 'vm4184' 'sm4112' 'pp3044' 'ml4094' 'mk5978' 'pg3091' 'am3935'
 'td2838' 'lw7591' 'td3127' 'sc2579' 'fd4197' 'ag4677' 'ab8028' 'el5169'
 'kh4056' 'tn6541' 'gc9391' 'aw6820' 'cm7769' 'cb5675' 'kp2750' 'lt9141'
 'lc3408' 'as8601' 'as7328' 'kb7087' 'rs4218' 'pd6560' 'hb8968' 'ph6641'
 'jm4007' 'ks9217' 'tc2087' 'hc1285' 'ls3466' 'cr7982' 'jf1541' 'rb9189'
 'ce6477' 'or6597' 'lk4353' 'mc3566' 'kz5227' 'ab8491' 'gc9116' 'mm7421'
 'sp9153' 'lm1698' 'tb2712' 'mt1791' 'gj8315' 'as8601' 'lw7591' 'ca8200'
 'ks6400' 'br1353' 'nd9804' 'wg2330' 'sm1163' 'eb8926' 'yt2688' 'kg8637'
 'tc8955' 'nd6162' 'sd2361' 'aa4294' 'fd8837' 'bb2437' 'sd5478' 'cg9010'
 'cs2939' 'lf4312' 'cj7971' 'mr1044' 'ew2423' 'ms3974' 'dd4523' 'cf4687'
 'nd6162' 'eh8355' 'kj6311' 'ec6149' 'km5484' 'ha7223' 'tr1422' 'lp8582'
 'lp8582' 'ns6537' 'lc9120' 'dd4523' 'es3931' 'ce9146' 'mg5160' 'gj8315'
 'mh2321' 'nd3756' 'pg2386' 'dm1568' 'ph6551' 'se1492' 'ma3296' 'fc1329'
 'yg2691' 'nm3403' 'db7191' 'br7915' 'lk4353' 'ga1442' 'kh4216' 'cd3072'
 'ph6551' 'ch9908' 'jm9051' 'vm4184' 'tg3809' 'fd4197' 'ke8452' 'sl4152'
 'gh6054' 'lh1320' 'jp3970' 'pb5265' 'te2737' 'ld9538' 'jd3659' 'cd4161'
 'nm2829']"
The ALS Group (Risk Management Consultants) - Information Session,"02/17/2021, 12:00PM EST - 1:30PM EST",Employer Information Session,Virtual,"02/17/2021, 12:00PM EST","01/29/2021, 9:00AM EST","02/17/2021, 11:00AM EST","Â The ALS Group,Â helps clients achieve their strategic goals via expert and insightful identification, quantification, and mitigation of the risks that could negatively impact their businessâor present opportunities for it.Â This event will be a general information session that discusses The ALS Group internship program and the industries theyÂ service clients within. This event is meant to educate students on the opportunities at The ALS Group as well as the day to day activities of our intern team.Â  Learn how internsÂ support Account Managers and clients. Great session for students interested in Risk, Finance, ConsultingÂ and Client Relations.",The ALS Group,"['rp3484' 'nm2829' 'jf1541' 'yr2844' 'el5021' 'pr6065' 'ms8283' 'db3643'
 'rj5787' 'ly5500' 'lk4353' 'aw6309' 'as6854' 'es2810' 'ng7082' 'kz5227'
 'cc4393' 'ko6847' 'rf7418' 'em1580' 'wm6121' 'bg7852' 'ta9460' 'nt7416'
 'rb9189' 'cg8799' 'cj7971' 'jm5268' 'jl7308' 'gs1094' 'ts4222' 'bd4789'
 'cr9771' 'jd2263' 'lc4648' 'ec6169' 'zm8614' 'hl1610' 've8236' 'rc5889'
 'dj5391' 'dw8568' 'jd2263' 'ga2856' 'ar6315' 'mc5672' 'av7303' 'eb2909'
 'mh8543' 'ad5095' 'vd7931' 'hr1670' 'bh3503' 'cm5198' 'to1788' 'am4646'
 'gl4274' 'sh6609' 'jb7378' 'am6110' 'co5241' 'ls3242' 'rb8432' 'by5205'
 'kg3216' 'pp9107' 'tk8377' 'ls2169' 'ja4200' 'ul9851' 'el6452' 'ym4697'
 'od2175' 'mr9226' 'ur7057' 'gn6268' 'cn7550' 'dg5235' 'eb8720' 'bh3503'
 'ht1897' 'af2937' 'lp8018' 'hk5571' 'ph2994' 'rm8963' 'wp1130' 'mc1399'
 'gc9826' 'cg9050' 'rm9310' 'ar5324' 'pv6010' 'nk9060' 'tg3809' 'dd4202'
 'la3564' 'ac8242' 'ad3150' 'jl6652' 'mg9306' 'bd5742' 'fs8890' 'al8121'
 'mc5672' 'le6070' 'nl4174' 'sp9153' 'mp1077' 'lp2171' 'cd5508' 'ec6149'
 'jr3390' 'kb3309' 'js6273' 'js9832' 'tg5136' 'pg7683' 'dv2565' 'jy8726'
 'sb3699' 'nl2180' 'ac7306' 'wm9692' 'dc4254' 'tc1032' 'rp9496' 'am4375'
 'db7191' 'aa9285' 'es1727' 'jm9051' 'mt4955' 'pg3091' 'mo6654' 'jk7067'
 'mg6885' 'dj2409' 'fb8086' 'rb8432' 'es3931' 'mh8543' 'aw4113' 'jw7283'
 'dv9880' 'tm8816' 'fb9529' 'rv6163' 'ed5144' 'jd1474' 'rv6163' 'md9426'
 'bs3141' 'cs3440' 'sr6318' 'mk5958' 'lf4312' 'cd4067' 'wm6121' 'lm9039'
 'rf7418' 'ml7573' 'bm9901' 'al8121' 'nm2829' 'bl9576' 'cr9771' 'lt9141'
 'ts4396' 'sd8809' 'ag6037' 'cr7982' 'cm3960' 'nl6747' 'mt3738' 'md1702'
 'tg3809' 'lk5655' 'mm7242' 'tp8436' 'dk6521' 'wj4740']"
